"company_number","index_membership","se_code","name"
5524,2,"WEBR  W","Weir Group plc"
5527,0,"WEDA  T","Wellman plc"
5563,0,"WEKX  D","Western Selection plc"
5569,0,"AREU  S","Arcadian International plc"
5595,1,"WHITBR1","Whitbread plc"
5599,0,"MGAA  A","M & G Group plc"
5602,0,"WHOM  7","Whitecroft plc"
5622,0,"WEOU  0","WF Electrical plc"
5625,0,"PLNSTN9","PlaneStation Group plc"
5666,0,"WILSNC5","Wilson Connolly Holdings"
5672,0,"WIJY  8","Wimpey (George) plc"
5686,0,"WIQG  C","Wintrust plc"
5689,2,"WIWTA N","Witan Investment Trust"
5694,0,"FEGUPL","Ferguson plc"
5696,0,"WOCE  H","Wolstenholme Rink"
5698,3,"MARSTNU","Marston's plc"
5706,0,"WYOU  2","Wyndeham Press Group plc"
5719,1,"KIKW  J","Kingfisher plc"
5726,0,"WOXC  S","Worthington Group plc"
5747,0,"YERG  N","Yeoman Inv Trst plc'Inc'"
5755,0,"YOOMG 4","Yorkshire Group plc"
5757,0,"YOVO  U","Young & Co's Brewery 'A'Ord"
5760,2,"SYNMER5","Synthomer plc"
5764,0,"IFXGRPA","IFX Group"
6003,2,"CAPBE H","Capital Gearing Trust"
6006,0,"MAMMC 7","Management Consulting Group"
6008,0,"ALLSMLL","Allianz Dresdner Smaller Co"
6009,0,"FEQJ  3","Ferguson International Hldgs"
6012,3,"NOKY  F","North Atlantic Smlr Cos IT"
6013,0,"SIFN  W","Silentnight Hldgs plc"
6020,0,"RUZK  A","Rutland Trust plc"
6028,3,"LOPO  J","Lookers plc"
6030,3,"MABAV D","Macfarlane Group plc"
6033,0,"BEIO  C","Benchmark Group"
6035,0,"MOJNM O","More Group"
6041,0,"VPVP  G","Vp plc"
6046,1,"SAGFO 7","Sainsbury(J) plc"
6047,0,"SMXI  Z","Smurfit (Jefferson) Group"
6051,0,"BAOZI G","Banks (Sidney C)"
6052,0,"CHUJ  I","Christies Intnl plc"
6058,0,"KWRA  0","Kwik-Fit Holdings plc"
6063,0,"BETTEXO","Bett plc"
6076,0,"PREH  9","Pressac plc"
6078,0,"REGZ  M","Regalian Properties plc"
6087,0,"YOXS  X","Young (H) Hldgs plc"
6102,0,"UGUUF S","Ugland International Hldgs"
6104,0,"BLBO  L","Black Arrow Group plc"
6106,3,"BOBHY W","Boot(Henry) plc"
6109,2,"CHKC  C","Chemring Group plc"
6200,0,"HOFL  8","Holt (Joseph) plc"
6201,0,"AIPZ  P","Airflow Streamlines"
6204,0,"REHOT K","The Real Hotel Group plc"
6206,0,"ARRK  O","Armitage Brothers plc"
6209,0,"BRMT  1","British Fittings Group"
6215,0,"BATYO 5","Barlows plc"
6216,0,"FCXINT2","FCX International"
6220,0,"DEEX  6","Delaney Group plc"
6222,0,"EUTBEAJ","Europower plc"
6224,0,"MESOP K","Metaltech International plc"
6225,0,"BUQI  W","Burndene Investments plc"
6226,0,"CACKI E","Caird Group plc"
6228,0,"CHALINB","Chamberlin plc"
6233,0,"COUWW 2","Cordiant Communications Gp"
6234,0,"CRAJ  B","Cradley Group Hldgs plc"
6235,0,"CRAS  3","Craig & Rose"
6240,0,"DIEB  Z","Dickie(James) plc"
6242,0,"WTFO  2","WT Foods plc"
6247,0,"WESCTYI","Westcity plc"
6250,0,"AGJC  J","Aggregate Industries plc"
6254,0,"FIDR  A","Fife Group plc"
6255,0,"ALBY  L","Albert Fisher Group"
6256,0,"FIXC  J","Fitzwilton plc"
6260,0,"GIEQ  W","Gibbs & Dandy 'Anv'"
6261,0,"GOQS  K","Goodwin plc"
6270,0,"PLATIV1","Platinum Investment Trust"
6280,0,"LIHS  A","Lilleshal plc"
6296,0,"NINIC U","Nichols plc"
6297,0,"NMCN  ","nmcn plc"
6302,0,"CABUP O","Cadoro plc"
6307,0,"PEBQ  H","Peel Holdings plc"
6309,0,"POAI  S","Pochin's plc"
6310,0,"BUQH  0","Burnden Leisure plc"
6313,0,"RICC  A","Richards plc"
6318,3,"STVGR C","STV Group plc"
6327,2,"MORSGRI","Morgan Sindall Group plc"
6328,0,"SPTAL 7","Spring Group plc"
6329,0,"SMHW  3","Smart (J) & Co (Contractors)"
6335,0,"STMRO T","Stavert Zigomala plc"
6339,0,"SWDC  L","Swan (John) & Sons"
6340,0,"THTE  E","Thorpe (F W)"
6346,0,"WAGK  2","Walker (Thomas)"
6348,0,"WARL  V","Wassall plc"
6349,0,"SOKWA 4","Solvera plc"
6353,0,"SOUBI F","Source BioScience plc"
6354,0,"BEBD  5","Bearing Power Intnl plc"
6356,0,"ROIP  M","Ross Group plc"
6357,0,"CHUTY E","Chubb plc"
6359,0,"UKFA  C","UK Estates plc"
6360,-1,"WPPPLCW","WPP plc"
6362,0,"WOGU  K","Wood(Arthur)& Son(Longport)"
6370,0,"CAEAO W","CALA plc"
6371,0,"HIEU  *","Highcroft Investments plc"
6377,0,"ALBS  E","Albany Investment Trust"
6378,0,"ENLB  T","ENIC plc"
6381,0,"THSETRS","Threadneedle UK Select Trust"
6383,2,"BLACSCH","BlackRock Smaller Cos Trust"
6390,0,"UNIV  1","Univak plc"
6392,0,"COMHL I","Compco Holdings plc"
6393,0,"FIXM  6","Five Oaks Invstmnts plc"
6514,0,"AFVE  A","African Lakes Corp plc"
6515,0,"DYDYS 0","Dyson Group plc"
6518,0,"WIBE  G","Widney plc"
6519,0,"HEEU  6","Heath(Samuel) & Sons plc"
6521,0,"FLCVF U","Flare Group plc"
6526,0,"DAQS  S","Davenport Knitwear"
6528,0,"LAMH  7","Lasmo plc"
6530,0,"MPACGR","Mpac Group plc"
6535,0,"UNGRRP","Unbound Group plc"
6536,0,"CAXFA R","Castings plc"
6538,0,"WIGY  T","Willis Corroon Group plc"
6555,0,"EUTT  S","Eurotherm plc"
6577,0,"LAEL  6","Laing (John)'A' plc"
6579,0,"DAFO  E","Daily Mail & General Tr 'A'"
6585,0,"PZCUSSQ","PZ Cussons 'ANV'"
6593,0,"DYYG  R","Dyson (J & J)'ANV'"
6600,0,"BUGV  0","Bulgin plc 'ANV'"
6604,0,"SAZJQ X","Savoy Hotel plc'B'"
6613,0,"FOBQ  0","Folkes Group 'N.V'"
6615,0,"PIFL  7","Pifco Holdings plc'A'"
6624,0,"WIGEHT","Wireless Group plc"
6629,0,"HANICL","Hansa Investment Co 'ANV'"
6634,0,"COCRV 8","Cohen(A)& Co 'A'"
6636,0,"YOVO  U","Young & Co's Brewery 'NV'Ord"
6650,0,"GLIY  5","Glenmorangie plc'B'"
6653,1,"CRIQ  V","CRH plc"
6654,0,"ALMW  S","Allied Irish Banks plc'Ord'"
6656,0,"CRBT  S","Crean (James) plc 'Units'"
6657,0,"ABGE  B","Abbey plc"
6659,0,"PEBBSG","Pebble Beach Systems Group"
6664,0,"NORR  1","Northern Racing plc"
6667,2,"BEHL  Y","Bellway plc"
6680,0,"ARFQ  4","Archimedes Inv Tr 'Inc'"
6681,0,"ARFQ  4","Archimedes Inv Tr 'Cap'"
6682,0,"MUSA  Q","Murray Income Trust plc 'B'"
6685,0,"TCAYE N","Cayenne Trust (The)"
6688,0,"DAKD  Y","Danae Inv Tr 'Inc'"
6689,0,"DAKD  Y","Danae Inv Tr 'Cap'"
6690,0,"DEKT  L","Derby Trst plc 'Inc'"
6691,0,"DEKT  L","Derby Trst plc'Cap'"
6694,0,"ENJK  Z","English & Scot Invrs 'B'"
6700,0,"JOXM  *","Jove Inv Trust 'Cap'"
6702,0,"STRAI N","Strathdon Investments plc"
6708,0,"FRASF U","Framlington Inc & Cap 'Inc'"
6709,0,"FRASF U","Framlington Inc & Cap 'Cap'"
6710,0,"RIIU  Q","Rights & Issues Inv 'Inc'"
6711,0,"RIIU  Q","Rights & Issues Inv 'Cap'"
6717,0,"MUMGB 5","Murray Global Return Tst'B'"
6719,0,"TOLO  H","Tor Inv Tr 'Inc'"
6720,0,"TOLO  H","Tor Inv Tr 'Cap'"
6724,0,"FUMY  2","Fulcrum Inv Tr 'Inc'"
6725,0,"FUMY  2","Fulcrum Inv Tr 'Cap'"
6726,0,"BAIRGR","Bank of Ireland Group plc"
6735,0,"HSGA  C","HSBC Holdings plc"
6740,0,"HIFM  W","Highlands & Lowlands Bhd"
6742,0,"ORCE  E","Orb Estates plc"
6744,0,"HAWM  1","Haynes Publishing Group plc"
6748,0,"SAAOP 1","S R Pan-European Inv Tr'Inc'"
6751,0,"TRQL  1","Trust of Property Shares"
6753,0,"BWAGP K","BWA Group plc"
6759,0,"CLQB  5","Clondalkin Group plc"
6760,0,"ENTCAP*","Enterprise Capital plc"
6769,0,"RMSA  C","RMS Communications plc"
6771,3,"FUNT  K","Fuller Smith & Turner 'A'"
6780,0,"DALA  5","Danka Business Systems plc"
6783,0,"ROGA  0","Rolfe & Nolan plc"
6792,-1,"BABAE M","BAE Systems plc"
6799,0,"BABYQ E","Bailey (C H) plc'B'"
6801,0,"BOCW  F","Bogod Group plc'A R V'"
6802,0,"BRAGRO","Braime Group plc 'ANV'"
6803,0,"CACKB Z","Cakebread Robey plc"
6805,0,"HATDN Z","Harveys Furnishing plc"
6807,0,"DEGPL ","Dewhurst Group plc"
6811,0,"GIEQ  W","Gibbs & Dandy"
6819,0,"LOKO  H","London Merchant Secs'Dfd'"
6821,0,"MCQK  3","McKay Securities'Cap'"
6824,0,"COVLF R","Cornwell Parker plc"
6829,0,"NONBB 2","Norman Broadbent plc"
6832,0,"MEQA  V","Merrydown plc"
6840,0,"MERH  Q","Metal Bulletin plc"
6845,0,"BUGM  8","Bula Resources (Hldgs) plc"
6847,0,"SHIELTK","Shieldtech plc"
6848,0,"MPWU  R","M R Group plc"
6850,0,"PIUN  3","PizzaExpress plc"
6852,0,"TUEI  U","Tudor plc"
6866,0,"INKXM U","Intelek plc"
6867,0,"ROKPLCW","Rok plc"
6868,0,"CASYG N","Carlton Communications plc"
6872,0,"AVTK  3","Aviva Petroleum Inc"
6882,0,"CABWOR0","Cable & Wireless Worldwide"
6884,3,"MONTES","Montanaro European Smllr Cos"
6889,3,"MIDZ  R","Mid Wynd Intnl Inv Tst"
6893,0,"EDIY  8","Edinburgh Oil & Gas plc"
6897,0,"CRRECSA","Creative Recruitment Sltns"
6900,0,"PRCP  K","Premier Health Group plc"
6901,0,"CIMT  D","City Site Estates plc"
6902,0,"FEJB  I","Feedback plc"
6912,2,"ICGENT","ICG Enterprise Trust plc"
6917,0,"CUTZ  O","Cussins Property Grp plc"
6925,2,"BABZS 3","Baillie Gifford Japan Tr plc"
6926,3,"JPMUSCS","JPMorgan US Smaller Cos IT"
6927,0,"ELEY  M","Eldridge Pope & Co plc"
6930,2,"TUIAG ","TUI AG"
6932,0,"UKRI  *","UK Safety plc"
6935,0,"AMRSHMI","Amersham plc"
6936,0,"AIHI  I","AIM Group plc"
6944,0,"WEDY  K","Wembley plc"
6945,0,"ZINMED","Zinc Media Group plc"
6949,0,"DRVS  S","Druck Holdings plc"
6955,0,"MEWN  Z","Meyer International plc"
6959,0,"DEIT  Z","Dencora plc"
6960,0,"MCDG  3","McCarthy & Stone plc"
6963,1,"ANQY  5","Antofagasta plc"
6964,0,"MPMPE 6","M P Evans Group"
6976,0,"INNBV I","Intereurope Technlgy Svs plc"
6980,0,"AMEFWHS","AMEC Foster Wheeler plc"
6981,0,"FKFF  Y","FKI plc"
6983,0,"FIWU  A","Fitch plc"
6994,0,"UTOJ  R","Utilitec plc"
6996,0,"CONMDIB","Consort Medical plc"
7004,3,"APSOGP","Aptitude Software Group plc"
7008,0,"TOLD  Z","Tops Estates plc"
7009,0,"AEDM  X","Aegis Group plc"
7011,0,"ASQW  Y","Assocd British Ports Hdgs"
7013,0,"SIJY  N","Sinclair(William) plc"
7017,0,"TBIT  8","TBI plc"
7022,0,"SNSCK T","Snackhouse plc"
7024,2,"GRAINGB","Grainger plc"
7030,0,"SPTB  S","Spring Ram Corp plc"
7037,0,"FYIR  L","Fyffes plc"
7041,0,"MEKTR 8","Merant plc"
7042,0,"BIONSC8","Bionostics plc"
7049,0,"SILG  P","Singer & Friedlander Group"
7052,0,"MMIA  *","M M T Computing plc"
7054,2,"REMN  3","Renishaw plc"
7056,0,"SUKR  U","Sunleigh plc"
7057,0,"TUMR  3","Tunstall Group"
7061,0,"MAXBP K","Maunders(John) Grp plc"
7062,0,"APPRGR","Appreciate Group plc"
7063,0,"HENE  N","Henderson plc"
7064,3,"SCHRUK8","Schroder UK Mid Cap Fund plc"
7076,0,"REBF  9","Real Time Control plc"
7079,2,"PEKT  D","Personal Assets Trust plc"
7084,0,"FLOA  M","Flextech plc"
7090,0,"FACASSD","F&C Asset Management plc"
7091,2,"OXKU  Y","Oxford Instruments plc"
7093,0,"ZETEX I","Zetex plc"
7094,0,"ACOUV U","Acorn Group plc"
7096,0,"EDHW  P","Edinburgh Fund Managers Gp"
7097,0,"LALZ  Z","Laser-Scan Holdings plc"
7099,0,"TOPB  H","Tottenham Hotspur plc"
7100,0,"LOLOG *","Logica plc"
7104,0,"FRNCNNN","French Connection Group"
7109,0,"TAOR  O","Tay Homes plc"
7116,0,"HIEO  T","High Point Rendel Group"
7127,0,"GIEW  2","Gibbs Mew plc"
7132,0,"CMUH  A","CML Microsystems plc"
7135,0,"LPAA  Z","LPA Group plc"
7138,0,"NODZ  M","Norbain plc"
7139,0,"SCMDM X","Scottish Radio Hldgs plc"
7140,0,"SYNSNXA","Synectics plc"
7147,0,"ESPAA W","Esporta plc"
7148,0,"LULUM X","Lumination plc"
7151,0,"ANJS  A","Anglo Pacific Group plc"
7162,0,"QUKYM T","Queensborough Hldgs plc"
7163,0,"BOCA  E","Body Shop International plc"
7164,0,"HAUT  H","Havelock Europa plc"
7166,0,"LICOGX","Live Company Group plc"
7169,0,"SEAENEM","SeaEnergy plc"
7171,2,"GRMT  A","Greggs plc"
7173,0,"UTOL  H","Utility Cable plc"
7174,0,"JPMOFTQ","JPMorgan Fleming Technology"
7175,0,"PECJ  8","Pegasus Group plc"
7177,0,"NFOURP","N4 Pharma plc"
7178,0,"STKXK P","Stat-Plus Group plc"
7179,0,"STOIY U","Steel Burrill Jones Grp plc"
7182,0,"OPECS M","OpSec Security Group plc"
7183,0,"GNEGRP7","GNE Group plc"
7184,0,"PETCLTP","Petroceltic International"
7185,0,"CANTBU1","Canterbury Foods Group plc"
7189,0,"NONG  A","Northamber plc"
7196,0,"THOSREI","Thomson Reuters plc"
7198,0,"ENPC  X","Enterprise Oil plc"
7203,0,"PWRG  G","PWS Hldgs plc"
7204,0,"WEWEB S","Web-Angel plc"
7205,1,"BERKGHZ","Berkeley Group Holdings plc"
7213,0,"FAXA  6","Fastrack Group plc"
7214,0,"TDRI  F","TDS Circuits plc"
7215,0,"GRTEPL","Gresham Technologies plc"
7216,0,"TIPU  P","Tinsley(Eliza)Group plc"
7219,2,"DERWLOV","Derwent London plc"
7220,0,"PGIGP W","PGI Group plc"
7221,0,"FINXF D","First Call Group plc"
7223,0,"TIMEWV5","Timeweave plc"
7224,0,"NEWMKI5","Newmarket Investments plc"
7225,2,"RATGRO","Rathbones Group plc"
7230,0,"BIBFP O","Big Food Group"
7232,0,"WATZ  L","Wates City of London Prop"
7235,0,"EUOXAAU","Euroland Plus (Smaller Cos)"
7238,0,"PRIB  B","Princedale Group plc"
7239,0,"HAVT  A","Hawtal Whiting Hldgs"
7241,0,"PLGE  2","Plasmec plc"
7243,0,"UDSB  U","UDO Holdings plc"
7244,0,"TSAA  9","T & S Stores plc"
7245,-1,"BTGRP U","BT Group"
7247,0,"WAME  R","Wardle Storeys plc"
7253,0,"MOHV  R","Monument Oil & Gas plc"
7258,0,"ALFG  9","Alexandra plc"
7260,0,"CAMDS N","Candover Investments plc"
7266,0,"HIKE  0","Hillsdown Holdings plc"
7267,0,"BLWI  F","Bluebird Toys plc"
7268,0,"PLDO  A","Planit Holdings plc"
7269,0,"OSIY  9","Osborne & Little plc"
7270,0,"SIJG  2","Sims Food Group plc"
7278,0,"COUTEX5","Countrywide plc"
7279,3,"PABA  U","Pacific Assets Trust plc"
7280,1,"PEKQ  S","Persimmon plc"
7281,0,"PREY  Z","Prestwick Hldgs plc"
7285,0,"GENL  1","German Smaller Companies Inv"
7287,0,"INTLD H","International Tool & Supply"
7288,0,"ASEU  H","Asda Property Holdings plc"
7289,3,"ANKW  K","Anglo-Eastern Plantations"
7291,0,"ASOE  R","Aspen Group plc"
7293,0,"ELACR 5","Eurodis Electron plc"
7295,0,"HUQU  5","Huntleigh Technology plc"
7300,0,"WYJG  X","Wyko Group plc"
7301,0,"QUAYGPU","Quays Group"
7302,0,"ALFB  Y","Alexanders Hldgs plc 'A'RV"
7304,0,"DOGG  4","Domino Printing Sciences plc"
7307,0,"UANDIG","U and I Group plc"
7309,0,"HUHNT G","Huntsworth plc"
7310,0,"PEJE  L","Perkins Foods plc"
7311,0,"SHHEM 8","Sherwood International"
7313,0,"ABIU  S","Abbeycrest plc"
7315,0,"HIGWAGO","Highway Insurance Group plc"
7319,0,"HEFE  5","Heavitree Brewery plc"
7320,0,"HEFE  5","Heavitree Brewery plc'ALV'"
7324,0,"FIUR  2","First Technology plc"
7327,0,"MARCUR","Martin Currie Asia Unconstrn"
7328,0,"GRKN  H","Green Property Co plc"
7331,0,"SAJQA A","Salvesen (Christian) plc"
7332,0,"BRPP  0","Broadcastle plc"
7333,0,"BRAW  X","Bradstock Group"
7334,0,"SAJGN L","Saltire plc"
7336,0,"GOPO  A","Goodhead Print Group"
7337,0,"ISSB  L","Isotron plc"
7340,0,"GAGMG 4","Game Group plc"
7342,0,"POHO  N","Polypipe plc"
7353,0,"EWMY  U","Ewart plc"
7356,0,"ENILN 5","ENI Lasmo plc"
7361,0,"REGS  K","Regal Hotel Group plc"
7363,0,"GRSHM *","Gresham Hotel Group plc"
7364,0,"ENGS  G","Energy Technique plc"
7365,0,"TEAFIN","Teathers Financial plc"
7366,0,"STRDW 3","Stewart & Wight plc"
7370,0,"HICA  2","Hidong Estate plc"
7372,3,"BACAG 9","Baillie Gifford Shin Nippon"
7374,0,"SELU  *","Sema plc"
7376,0,"PEPXE R","Pentex Energy plc"
7385,0,"ELLQ  D","Electronic Data Processing"
7386,0,"JLTN  I","JLI Group plc"
7389,0,"KEWIL N","Kewill plc"
7395,0,"SEFGO 2","Security & General Media"
7398,0,"FAGV  K","Fairbriar plc"
7399,0,"GIDP  7","Gibbon Group plc"
7400,0,"MEVP  W","Metsec plc"
7401,2,"PARBAN","Paragon Banking Group plc"
7402,0,"RAEE  0","Radius plc"
7403,3,"KICAPL","Kin and Carta plc"
7404,0,"INSJU K","Internatl Public Relations"
7408,0,"HAHY  9","Hampden Group plc"
7415,0,"SPUBG A","SPG Media Group plc"
7416,0,"HENDOT9","Henderson Opportunities Trst"
7420,0,"ABJK  Y","Abbott Mead Vickers"
7421,0,"ASHO  Q","Ashley (Laura) Holdings"
7424,0,"TAYNPL5","Taylor Nelson Sofres plc"
7425,0,"COSCM Z","Continental Assets Tst plc"
7426,2,"CRBE  T","Cranswick plc"
7431,0,"JACY  I","Jacques Vert plc"
7432,0,"MEON  H","Merivale Moore"
7437,0,"MOMTC 3","Mothercare plc"
7440,0,"IBBT  F","IBC Group plc"
7441,0,"MACBQ G","Macro 4 plc"
7445,0,"WIAK  U","Wickes plc"
7450,0,"UKCX  T","U K Land plc"
7451,0,"BPWW  C","BPP Holdings plc"
7452,0,"GGAB  9","GGT Group plc"
7453,0,"JAQE  K","Jarvis Porter Group plc"
7457,0,"SPSPO 4","Sportech plc"
7461,0,"JUOON S","Jupiter Geared Cap&Inc'Pfd'"
7462,0,"JUOON S","Jupiter Geared Cap&Inc'Inc'"
7466,0,"BNAA  2","BNB Recruitment Solutions"
7470,0,"CAYZS E","Cavaghan & Gray Group plc"
7473,0,"INTIM 5","Intimas Group plc"
7475,0,"WYGWYGP","WYG plc"
7476,0,"HACG  N","Haggas(John) plc"
7484,0,"SCSDR D","Schroders plc 'NV'"
7487,0,"AVAVG X","Avingtrans plc"
7488,0,"WEHZ  O","Westbury plc"
7491,0,"AISHGRT","Airsprung Group plc"
7492,0,"ALTB  A","Alumasc Group plc"
7493,0,"HEAM  0","Headway plc"
7494,0,"PEGK  C","Pentland Group plc"
7496,0,"BLNC  Y","Blick plc"
7498,0,"CAIDW 2","Campbell & Armstrong plc"
7499,2,"CLCKN Q","Clarkson plc"
7501,0,"DEDSN 6","Densitron Technologies plc"
7502,0,"TOUCHP","Touchstar Inc"
7503,0,"EVCN  I","Evans Halshaw Hdgs plc"
7506,0,"LOPS  *","Lopex plc"
7509,0,"MAMKP F","Mark Kingsley"
7514,0,"CARTUM6","Care UK plc"
7516,0,"TARSGR7","Tarsus Group plc"
7519,0,"CRAE  *","Crabtree Group plc"
7526,0,"HENPRI*","Henderson Private Equity IT"
7531,0,"STBYU G","St David's Inv Trust'Cap'"
7532,0,"SIGRESI","Signature Restaurants plc"
7534,0,"STITM G","Stanley Leisure plc"
7535,0,"CAOYL *","Capital Corporation plc"
7537,0,"TICN  3","Tibbett & Britten Group plc"
7540,0,"WEDT  8","Welsh Ind Inv Tst plc"
7542,0,"PUPUA Q","Pura plc"
7543,0,"CRHG  E","Creightons plc"
7548,0,"SCEP  L","Scholl plc"
7549,0,"EVFN  Y","Eve Group plc"
7552,2,"TRIA  1","Travis Perkins plc"
7555,0,"BEBBB J","Berkeley Berry Birch"
7559,0,"GRQNT *","Group Trust"
7562,0,"KEOM  B","Kerry Group plc'A'"
7563,0,"MEOHM I","Meristem plc"
7566,0,"ABYM  U","Aberdeen Development Capital"
7568,0,"RABW  5","Radamec Group plc"
7572,0,"ASASE D","Asite plc"
7573,0,"BERW  K","Betterware plc"
7575,0,"FIHUOR","FIH group plc"
7577,0,"RARGE 5","Rage plc"
7579,0,"BIFS  6","Bilston & Battersea Enamels"
7580,0,"BLHN  L","Blacks Leisure Grp plc"
7582,0,"BRBK  C","Brake Brothers plc"
7584,0,"DAKT  S","Daniels(S) plc"
7587,0,"LOHA  Y","London & Metropolitan plc"
7590,0,"SPBS  W","Spandex plc"
7595,0,"BGGRP P","BG Group plc"
7596,1,"ASHU  X","Ashtead Group plc"
7597,0,"AVEGP G","Avesco Group plc"
7598,3,"CACAL I","Capital & Regional plc"
7599,0,"FLMW  0","Fletcher King plc"
7601,0,"GEAW  0","Geest plc"
7602,0,"PGNAC T","PGA European Tour Courses"
7604,0,"HOLTM 8","Hornby plc"
7612,0,"BOOE  L","Border Television plc"
7613,0,"VEBNET2","Vebnet (Holdings) plc"
7615,0,"MAYQU Y","Mayborn Group plc"
7617,0,"JZCAPIB","JZ Capital Partners Ltd"
7618,0,"NFFFO O","Nff plc"
7619,0,"BATNU 5","Baring Stratton Inv Tr plc"
7621,0,"YERG  N","Yeoman Inv Trst plc'Cap'"
7622,3,"HYGRU ","Hyve Group plc"
7625,0,"FRAQCM5","Framlington Dual Tr'Cap"
7628,0,"HEYG  A","Hewetson plc"
7629,0,"MCOK  H","MCIT plc 'Capital'"
7630,-1,"INTNACT","Intnl Consolidated Airlines"
7631,0,"PRIZ  2","Prism Leisure Corp plc"
7632,0,"PEEU  D","Penna Consulting plc"
7633,0,"MIKE  9","Milner Estates plc"
7634,0,"GCAPA R","GCap Media plc"
7635,0,"INABBEU","India Fund 'A'"
7638,0,"ADJP  O","Admiral plc"
7639,0,"THCGR 5","Thomas Cook Group plc"
7640,0,"BASAM R","Barbour Index plc"
7642,0,"ANGIBCO","Anglo Irish Bank"
7646,0,"MAIHD K","Mallett plc"
7648,0,"RCWQ  E","RCO Holdings plc"
7649,0,"NORDPAD","Nordic Panorama plc"
7651,0,"WIIO  S","Wilson Bowden plc"
7653,0,"MIQJ  G","Misys plc"
7655,0,"HUQIH E","Huntingdon Life Sciences Gp"
7657,0,"REKO  C","Reliance Security Group plc"
7659,0,"BEHO  J","Bellwinch plc"
7660,0,"BRRR  D","Brooks Service Group plc"
7663,0,"CAEJO O","Calderburn plc"
7666,0,"EPYQ  Q","Epwin Group plc"
7667,0,"FIEW  F","Filofax Group plc"
7668,0,"BUBCT 6","Business Control Solutions"
7670,0,"PEKG  4","Perpetual plc"
7675,0,"BLRD  1","BLP Group plc"
7679,0,"DEFZM Y","Delphi Group plc"
7681,0,"DOCC  F","Doeflex plc"
7683,0,"DULH  9","Dunedin Enterprise Inv Trust"
7686,0,"SEKM  9","Select Appointmnts Hldgs"
7691,0,"WYHK  R","Wyevale Garden Cnts plc"
7695,1,"ROLHLDQ","Rolls-Royce Holdings plc"
7698,0,"EDFS  M","Edge Properties"
7699,0,"BRKP  Z","Britannia Group plc"
7705,0,"CRHY  Z","Crestacare plc"
7706,0,"INTRLE9","International Real Estate"
7710,0,"FLJND R","Fleming Inc&Gr'Cap'2000"
7711,0,"FLJND R","Fleming Inc&Gr'Inc'2000"
7714,0,"SPRXA D","Sportsworld Media Group"
7715,0,"TIFP  9","Tie Rack plc"
7716,0,"WAOJ  P","Warner Howard plc"
7717,0,"WATH  0","Waterford Wedgwood/Waterford"
7718,0,"BWQM  R","BWI plc"
7722,0,"COTOZ 3","Cook(D C) Holdings plc"
7724,0,"TAJUM F","Tandem Group plc"
7725,0,"HASI  C","Hartstone Group plc"
7731,0,"GRMG  1","Greenway Holdings plc"
7733,0,"JUPUKG","Jupiter UK Growth Inv Trust"
7734,3,"RPRG  U","RPS Group plc"
7735,0,"IRIRE H","IRevolution Group"
7737,0,"BAAFK N","BAA plc"
7738,0,"ADLL  U","Adscene Group plc"
7739,0,"HOBP  G","Hogg Robinson plc"
7741,0,"DTHOL O","DTZ Holdings plc"
7743,0,"HEMQ  7","Hemingway Properties plc"
7746,0,"SHFP  X","Shelton (Martin) Group plc"
7747,0,"WSTN  V","WSP Group plc"
7749,0,"NAPD  H","Natwest Enterprise Trust"
7751,0,"DODY  9","Dolphin Packaging plc"
7752,2,"PANINT","Pantheon International plc"
7753,3,"ASIADR","Asia Dragon Trust plc"
7754,0,"RICGR K","Richoux Group plc"
7757,0,"BAPCO W","Banner Homes Group plc"
7758,0,"BUYK  3","Butte Mining plc"
7759,0,"ISBX  U","ISA International plc"
7760,0,"IWYA  E","IWP International plc"
7762,0,"ASTGRO1","Astaire Group plc"
7763,0,"POGP  P","Polyhedron Holdings plc"
7765,0,"SKVGH U","SkyePharma plc"
7767,0,"WIIC  E","Wilshaw plc"
7768,0,"HARINT3","Harvard International plc"
7769,0,"BULX  T","Burford Holdings plc"
7770,0,"FAKH  P","Fairway Group plc"
7774,0,"JAPN  J","Jardine Lloyd Thompson Group"
7776,2,"SHAC  M","Shaftesbury plc"
7779,0,"FOJU  Z","F&C Emerging Markets Inv Tr"
7780,0,"ECLEINZ","Eclectic Investment Company"
7786,0,"SCLU  L","Scottish National Trust'Inc'"
7787,0,"SCLU  L","Scottish National Trust'Cap'"
7788,0,"ALMY  I","Allied Leisure plc"
7789,0,"NEEH  U","Nestor Healthcare Group"
7792,3,"SHATTL","Schroder Asian Totl Retn Inv"
7793,0,"PEMFH I","Peterhouse Group plc"
7796,0,"HOPW  V","How Group plc"
7799,0,"GRTUNLU","Groupe Eurotunnel SA"
7802,0,"BROY  *","Britton Group plc"
7805,0,"TGKK  L","TGI plc"
7810,0,"TIWX  Z","Titon Holdings plc"
7811,0,"EUQK  K","European Leisure Grp plc"
7812,0,"GAKA  A","Gardiner Group plc"
7813,3,"RENEWP","Renewi plc"
7817,0,"LOJO  O","London Forfaiting Co plc"
7820,0,"ANANS E","ANS plc"
7821,3,"INIPU N","INVESCO Perpetual UK Smlr Co"
7822,0,"COYNE *","Coutts Consulting Group plc"
7823,0,"GWYA  3","GWR Group plc"
7826,0,"PSRI  D","Psion plc"
7828,0,"HENL  P","Henderson American C&I'Cp'"
7829,0,"HENL  P","Henderson American C&I'Inc'"
